,Ipv,Vpv,Vdc,ia,ib,ic,va,vb,vc,Iabc,If,Vabc,Vf
203,1.52843017578125,101.58203125,143.84765625,0.42077539062499997,-0.367919921875,-0.0756884765625,-146.2758483886716,119.64758300781281,26.98909505197032,0.4540704070502012,50.00000243948428,155.6298660594386,49.99999756051572
204,1.530511474609374,101.5869140625,143.90625,0.42346093749999997,-0.357177734375,-0.090458984375,-147.8622131347652,116.4555664062502,31.770690917855,0.45403268221987575,50.00000365922642,155.62986607610338,49.99999634077358
205,1.532025146484374,101.490478515625,143.90625,0.42748925781249997,-0.3450927734375,-0.10388671875,-149.1279296874996,113.16229248046879,36.5619303384287,0.45382392517708264,50.00001090714038,155.6283298774112,49.99998909285962
206,1.533917236328124,101.427001953125,143.96484375,0.43017480468749997,-0.3330078125,-0.1186572265625,-150.3888244628902,109.76776123046879,41.31459554025276,0.4536151681342894,50.00001815505434,155.626793678719,49.99998184494566
207,1.522564697265624,101.407470703125,143.96484375,0.43286035156249997,-0.3209228515625,-0.1320849609375,-151.43032836914017,106.29608154296875,46.01663207996762,0.45344413592182164,50.00002418322616,155.62525746336198,49.99997581677384
208,1.504400634765624,101.42822265625,144.0234375,0.43554589843749997,-0.3074951171875,-0.14685546875,-152.4284362792966,102.68215942382804,50.673665364504764,0.45295218768229384,50.00004564690822,155.61797386257416,49.99995435309178
209,1.485479736328124,101.47705078125,144.0234375,0.43823144531249997,-0.2940673828125,-0.160283203125,-153.2433166503904,98.98385620117182,55.292124430294095,0.45246023944276603,50.00006711059028,155.61069026178637,49.99993288940972
210,1.479803466796874,101.534423828125,144.0234375,0.43957421874999997,-0.279296875,-0.1737109375,-153.928009033203,95.18188476562504,59.863169352202156,0.45213932341570595,50.00008254610053,155.6049428763556,49.99991745389947
211,1.490966796875,101.585693359375,143.90625,0.44091699218749997,-0.265869140625,-0.187138671875,-154.49215698242182,91.2979431152344,64.39483642580376,0.4513682295971682,50.00012714958872,155.58513878539821,49.99987285041128
212,1.508184814453126,101.597900390625,143.90625,0.44225976562499997,-0.2510986328125,-0.20056640625000002,-154.90441894531241,87.27175903320315,68.82765706385386,0.4505971357786304,50.00017175307692,155.5653346944408,49.99982824692308
213,1.509698486328126,101.65283203125,143.84765625,0.44225976562499997,-0.239013671875,-0.21533691406250002,-155.0731811523436,83.19012451171876,73.1873474121507,0.4501469579871526,50.00020092105488,155.55127798891422,49.99979907894512
214,1.5000488281250022,101.700439453125,143.7890625,0.44225976562499997,-0.222900390625,-0.22876464843750002,-155.0972900390624,78.99758911132815,77.48917643230261,0.449150927270872,50.00027704918208,155.5105823478732,49.99972295081792
215,1.495318603515628,101.732177734375,143.73046875,0.44225976562499997,-0.2081298828125,-0.24219238281250002,-154.9863891601562,74.77371215820315,81.6937662760223,0.44815489655459134,50.000353177309286,155.4698867068322,49.999646822690714
216,1.5134826660156282,101.673583984375,143.7890625,0.44091699218749997,-0.1920166015625,-0.256962890625,-154.6874389648438,70.44857788085938,85.8115641275544,0.4476090436297886,50.00040013745852,155.4432477713178,49.99959986254148
217,1.5399719238281282,101.602783203125,143.84765625,0.43957421874999997,-0.1759033203125,-0.270390625,-154.1932067871096,66.10174560546876,89.85864257805105,0.4464598644531108,50.0005156525218,155.3729944593088,49.99948434747822
218,1.5450805664062544,101.600341796875,143.84765625,0.43688867187499997,-0.158447265625,-0.2824755859375,-153.6194152832034,61.6705322265625,93.80848185212052,0.445310685276433,50.000631167585084,155.30274114729983,49.99936883241496
219,1.5511352539062542,101.50390625,143.84765625,0.43554589843749997,-0.1436767578125,-0.294560546875,-152.80694580078162,57.169403076171854,97.67715454092641,0.444707359024558,50.00069972249912,155.2591267708052,49.999300277500936
220,1.5549194335937542,101.44775390625,143.90625,0.43151757812499997,-0.12890625,-0.3066455078125,-151.9510803222658,52.600769042968736,101.44215901683755,0.44345067275570893,50.00086198084206,155.1530515727498,49.999138019158025
221,1.5481079101562543,101.4208984375,143.90625,0.42883203124999997,-0.1141357421875,-0.3147021484375,-150.95297241210943,47.98632812499998,105.1131388345531,0.44219398648686,50.00102423918501,155.0469763746944,49.9989757608151
222,1.5248352050781282,101.4501953125,143.84765625,0.42346093749999997,-0.1007080078125,-0.3254443359375,-149.8536071777344,43.2778625488281,108.609731038327,0.441540626469886,50.0011179426139,154.9845155531336,49.9988820573862
223,1.502697753906252,101.470947265625,143.84765625,0.42077539062499997,-0.0859375,-0.3335009765625,-148.5999450683594,38.5332336425781,112.0878397623112,0.44088726645291204,50.001211646042805,154.9220547315728,49.998788353957295
224,1.4962646484375,101.52587890625,143.90625,0.41137597656249997,-0.072509765625,-0.342900390625,-147.216094970703,33.7693176269531,115.40441894527721,0.43954314076717005,50.00142751452864,154.7766757783908,49.998572485471435
225,1.507049560546874,101.549072265625,143.90625,0.40600488281249997,-0.0577392578125,-0.3496142578125,-145.69241333007798,28.99816894531248,118.646260579419,0.438852375098402,50.00154967958558,154.6937576467696,49.99845032041448
226,1.5187805175781217,101.573486328125,143.90625,0.39660546875,-0.04296875,-0.3603564453125,-143.9927368164062,24.15951538085936,121.757110595714,0.43816160942963406,50.00167184464253,154.61083951514837,49.99832815535752
227,1.5180236816406218,101.60888671875,143.90625,0.3898916015625,-0.0281982421875,-0.3670703125,-142.14358520507798,19.306396484374982,124.77715047203901,0.4367315016126418,50.0019477169975,154.424664159452,49.99805228300252
228,1.511022949218746,101.676025390625,143.90625,0.3791494140625,-0.0147705078125,-0.375126953125,-140.09674072265602,14.426757812499995,127.62440999351661,0.43530139379564964,50.00222358935248,154.2384888037556,49.99777641064752
1264,1.49512939453125,101.624755859375,143.90625,-0.081421875,0.4095458984375,-0.391240234375,0.571380615234375,-133.4812622070314,135.85759480791359,0.46286818228761717,49.930796374079684,155.55424680244,49.98468269387244
1265,1.480938720703124,101.680908203125,143.84765625,-0.0908212890625,0.4176025390625,-0.3818408203125,5.59085083007812,-135.72338867187517,133.4169718424252,0.4628659667374804,49.932282958129704,155.5587618699006,49.987964871651464
1266,1.4746948242187479,101.73583984375,143.84765625,-0.10290625000000002,0.42431640625,-0.3737841796875,10.354766845703118,-137.9221191406252,130.91929117838282,0.46287822239098164,49.9330665520374,155.56111027861238,49.98957552525894
1267,1.4917236328124979,101.66015625,144.31640625,-0.11767675781250002,0.4202880859375,-0.3684130859375,15.417633056640625,-140.11120605468759,128.2343648274908,0.46288320213443584,49.93471341790404,155.567203483715,49.99273188470688
1268,1.5142395019531238,101.614990234375,144.4921875,-0.12036230468750002,0.4417724609375,-0.3469287109375,20.538360595703118,-142.0567932128906,125.48675537113158,0.46288818187789005,49.936360283770675,155.5732966888176,49.99588824415482
1269,1.515374755859374,101.6162109375,144.55078125,-0.12976171875000003,0.4471435546875,-0.337529296875,25.4493408203125,-144.00720214843741,122.54064941412238,0.462880905967843,49.93722355572962,155.57704148520838,49.99743394999528
1270,1.524078369140624,101.52587890625,144.66796875,-0.14453222656250003,0.451171875,-0.3308154296875,30.20361328125,-145.8418884277342,119.50373331713061,0.4628736300577961,49.93808682768856,155.5807862815992,49.99897965583574
1271,1.527294921875,101.439208984375,144.66796875,-0.15661718750000003,0.4552001953125,-0.3241015625,35.12423706054688,-147.4475402832028,116.3462727865362,0.4628527883339778,49.93989204639082,155.58683721316078,50.00200237733054
1272,1.5219970703125,101.44287109375,144.19921875,-0.16467382812500003,0.469970703125,-0.313359375,39.73867797851562,-148.82415771484338,112.9854939779478,0.46283922252020665,49.94083399313414,155.5891433483316,50.00347939298488
1273,1.498345947265626,101.45751953125,144.2578125,-0.17407324218750003,0.475341796875,-0.3066455078125,44.17471313476562,-150.1935424804684,109.479258219484,0.4628256567064354,49.94177593987746,155.5914494835024,50.00495640863922
1274,1.472991943359376,101.500244140625,144.19921875,-0.18615820312500003,0.47802734375,-0.2985888671875,48.77951049804686,-151.2784423828122,105.9159647624574,0.46281238646897904,49.94373743331924,155.5959540890396,50.007838329396364
1275,1.456719970703126,101.55517578125,144.140625,-0.19690039062500003,0.47802734375,-0.2905322265625,53.449401855468736,-152.3512878417966,102.1879272461602,0.4627991162315226,49.94569892676102,155.60045869457682,50.0107202501535
1276,1.47620849609375,101.536865234375,144.19921875,-0.20629980468750003,0.480712890625,-0.2797900390625,57.993927001953125,-153.211975097656,98.35702514651908,0.4627994118078374,49.94671847345948,155.60265716494322,50.0121251552563
1277,1.486236572265626,101.5234375,144.0234375,-0.21704199218750003,0.47265625,-0.267705078125,62.649353027343764,-153.86050415039043,94.49076334636294,0.462814183872966,49.94883402619012,155.6072485621542,50.01485974406046
1278,1.48150634765625,101.614990234375,143.96484375,-0.22644140625000003,0.4739990234375,-0.25427734375,67.05886840820315,-154.3233947753904,90.58753458657016,0.46282895593809464,49.95094957892076,155.61183995936523,50.01759433286462
1279,1.46712646484375,101.680908203125,143.84765625,-0.23986914062499998,0.47265625,-0.24487792968750002,71.56481933593753,-154.49215698242162,86.52438354487478,0.4628434324269085,49.95204558495294,155.6142328862098,50.018924016565975
1374,1.5011840820312479,101.551513671875,144.0234375,0.12939355468749997,-0.459228515625,0.34728515625,-47.38119506835938,152.5875549316404,-104.33763631186443,0.46406950475017517,50.12940462889818,155.7215233317546,50.017581709517756
1375,1.497967529296872,101.5478515625,144.08203125,0.13745019531249997,-0.4820556640625,0.3298291015625,-52.051086425781264,153.60736083984358,-100.694783528691,0.46401241874101684,50.130204805825414,155.72038451526458,50.015146355663596
1376,1.484344482421872,101.578369140625,144.08203125,0.15490624999999997,-0.4874267578125,0.3190869140625,-56.8101806640625,154.53314208984358,-96.90245564785735,0.4640177207831602,50.13056453610808,155.7198039367824,50.0139116535012
1377,1.4722351074218718,101.58203125,144.08203125,0.16833398437499997,-0.494140625,0.3056591796875,-61.328186035156236,155.39865112304682,-93.13182576506642,0.46403779436230785,50.13120235293976,155.719148756384,50.011416999493264
1378,1.469207763671872,101.597900390625,144.08203125,0.18444726562499997,-0.4954833984375,0.2922314453125,-65.83895874023438,155.8181457519532,-89.30574544279543,0.46405786794145537,50.13184016977144,155.7184935759856,50.00892234548532
1379,1.4813171386718718,101.556396484375,144.140625,0.19653222656249997,-0.5008544921875,0.2774609375,-70.2532958984375,156.2955017089846,-85.4724324545253,0.4640726394784596,50.13211825632046,155.71841897406938,50.007662393639784
1380,1.486236572265624,101.54296875,143.90625,0.20190332031249997,-0.5142822265625,0.2546337890625,-74.4964599609375,156.3533630371096,-81.33936564137328,0.46410591319063643,50.1325920432148,155.7183592968946,50.00512558747206
1381,1.483209228515624,101.6015625,143.96484375,0.21398828125000002,-0.512939453125,0.23852050781249998,-78.79989624023438,156.3871154785158,-77.1693318685914,0.4641391869028132,50.13306583010914,155.7182996197198,50.00258878130434
1382,1.4726135253906238,101.680908203125,143.96484375,0.22875878906250002,-0.512939453125,0.22374999999999998,-83.00689697265626,156.09298706054702,-72.85705566413151,0.46415768907798577,50.133261530454455,155.71831454446118,50.001311926982154
1383,1.470343017578124,101.705322265625,143.90625,0.24218652343750002,-0.512939453125,0.21032226562499998,-87.02102661132811,155.8856506347656,-68.4853108724369,0.46418585131800477,50.133569978188156,155.7178531500752,49.998749221404765
1384,1.487939453125,101.61376953125,143.90625,0.2556142578125,-0.512939453125,0.194208984375,-91.01828002929688,155.4782104492186,-64.02918497722305,0.46421401355802383,50.133878425921864,155.71739175568922,49.996186515827354
1385,1.49853515625,101.553955078125,144.140625,0.2797841796875,-0.4981689453125,0.1915234375,-94.81542968749991,154.9984436035154,-59.51117960609683,0.46422367362287015,50.13399117331024,155.7169154365618,49.994900664572135
1386,1.488128662109376,101.6162109375,144.140625,0.2932119140625,-0.4981689453125,0.1767529296875,-98.74276733398422,154.32580566406222,-54.91522216791348,0.46424496002186355,50.134133315139344,155.7167494317618,49.9923274409759
1387,1.489642333984376,101.56494140625,144.19921875,0.3066396484375,-0.494140625,0.16466796875,-102.30123901367169,153.4217224121092,-50.2035420735237,0.464266246420857,50.13427545696844,155.7165834269618,49.98975421737966
1388,1.49512939453125,101.5673828125,144.2578125,0.3173818359375,-0.4927978515625,0.1485546875,-106.0574035644529,152.442901611328,-45.45569864907072,0.464277872755004,50.13430485140917,155.7168937412892,49.988466845038644
1389,1.5015625,101.56005859375,144.375,0.32678125,-0.4874267578125,0.135126953125,-109.46640014648419,151.324249267578,-40.80830891928696,0.4643067054421688,50.134280045392295,155.717213880487,49.98589763741452
1390,1.50458984375,101.57470703125,144.375,0.334837890625,-0.486083984375,0.1176708984375,-112.964599609375,150.05853271484358,-36.12154134119682,0.4643355381293336,50.134255239375435,155.71753401968482,49.983328429790404
1391,1.50269775390625,101.575927734375,144.375,0.3442373046875,-0.4793701171875,0.102900390625,-116.1783142089844,148.72531127929682,-31.425130208418057,0.46435274448235137,50.13420103891785,155.71754384455522,49.9820465945073
1530,1.477911376953124,101.575927734375,144.0234375,-0.42114355468750003,0.045654296875,0.3566845703125,137.5026245117188,-3.8405456542968834,-131.6216634113998,0.4659004791758116,49.852876682448056,155.7424852545442,49.98483035877848
1531,1.4720458984375,101.689453125,144.08203125,-0.41442968750000003,0.0335693359375,0.3674267578125,134.7614440917968,0.728088378906256,-134.10246785475857,0.4659175290684666,49.85090941902846,155.74110005281983,49.98802554970614
1532,1.457098388671874,101.728515625,144.0234375,-0.41040136718750003,0.0147705078125,0.3754833984375,132.27099609375,5.50888061523438,-136.49085489903717,0.46592652003169943,49.84996650223404,155.7410764263622,49.98964635810016
